stage,sample_index,device_event_ms,host_wall_ms
pure_pytorch,0,33.13569641113281,33.29923748970032
pure_pytorch,1,33.248016357421875,33.27634930610657
pure_pytorch,2,33.18741226196289,33.21579098701477
pure_pytorch,3,33.24125289916992,33.270031213760376
pure_pytorch,4,33.18788528442383,33.2149937748909
pure_pytorch,5,33.2675895690918,33.295147120952606
pure_pytorch,6,33.25846481323242,33.28627347946167
pure_pytorch,7,33.180641174316406,33.208154141902924
pure_pytorch,8,33.306888580322266,33.335164189338684
pure_pytorch,9,33.238460540771484,33.26641023159027
pure_pytorch,10,33.20069122314453,33.22970122098923
pure_pytorch,11,33.300228118896484,33.32957625389099
pure_pytorch,12,33.20360565185547,33.232055604457855
pure_pytorch,13,33.28269958496094,33.31031650304794
pure_pytorch,14,33.244388580322266,33.27232599258423
native_gaussian_pair_bias,0,19.971546173095703,20.014256238937378
native_gaussian_pair_bias,1,19.956876754760742,19.985616207122803
native_gaussian_pair_bias,2,20.00590705871582,20.03329247236252
native_gaussian_pair_bias,3,20.11015510559082,20.138107240200043
native_gaussian_pair_bias,4,20.062271118164062,20.089775323867798
native_gaussian_pair_bias,5,20.152345657348633,20.183369517326355
native_gaussian_pair_bias,6,19.998001098632812,20.027995109558105
native_gaussian_pair_bias,7,19.974002838134766,20.00179886817932
native_gaussian_pair_bias,8,19.923908233642578,19.95236426591873
native_gaussian_pair_bias,9,19.989160537719727,20.017534494400024
native_gaussian_pair_bias,10,20.047231674194336,20.075522363185883
native_gaussian_pair_bias,11,19.94251251220703,19.969992339611053
native_gaussian_pair_bias,12,20.056358337402344,20.084582269191742
native_gaussian_pair_bias,13,19.998088836669922,20.02594619989395
native_gaussian_pair_bias,14,19.98316764831543,20.01047134399414
native_pair_score_epilogue,0,29.67417335510254,29.716238379478455
native_pair_score_epilogue,1,29.548297882080078,29.574856162071228
native_pair_score_epilogue,2,29.577381134033203,29.603086411952972
native_pair_score_epilogue,3,29.548603057861328,29.573850333690643
native_pair_score_epilogue,4,29.643449783325195,29.66844290494919
native_pair_score_epilogue,5,29.51915168762207,29.5451357960701
native_pair_score_epilogue,6,29.5460205078125,29.57211434841156
native_pair_score_epilogue,7,29.567218780517578,29.592953622341156
native_pair_score_epilogue,8,29.62447166442871,29.65059131383896
native_pair_score_epilogue,9,29.666284561157227,29.691606760025024
native_pair_score_epilogue,10,29.57895851135254,29.604092240333557
native_pair_score_epilogue,11,29.533479690551758,29.560036957263947
native_pair_score_epilogue,12,29.561832427978516,29.58781272172928
native_pair_score_epilogue,13,29.65776824951172,29.683560132980347
native_pair_score_epilogue,14,29.680051803588867,29.70566600561142
native_stofm_operators_combined,0,16.499208450317383,16.538411378860474
native_stofm_operators_combined,1,16.356611251831055,16.382500529289246
native_stofm_operators_combined,2,16.35246467590332,16.37682318687439
native_stofm_operators_combined,3,16.327341079711914,16.352899372577667
native_stofm_operators_combined,4,16.369478225708008,16.3947194814682
native_stofm_operators_combined,5,18.656911849975586,18.684737384319305
native_stofm_operators_combined,6,16.8319034576416,16.858942806720734
native_stofm_operators_combined,7,16.378999710083008,16.410455107688904
native_stofm_operators_combined,8,16.326322555541992,16.351662576198578
native_stofm_operators_combined,9,16.355165481567383,16.380079090595245
native_stofm_operators_combined,10,16.39466667175293,16.423054039478302
native_stofm_operators_combined,11,16.440492630004883,16.466893255710602
native_stofm_operators_combined,12,16.330137252807617,16.357772052288055
native_stofm_operators_combined,13,16.337263107299805,16.362890601158142
native_stofm_operators_combined,14,16.3396053314209,16.365230083465576
