stage,sample_index,device_event_ms,host_wall_ms
pure_pytorch,0,33.21670150756836,33.39067101478577
pure_pytorch,1,33.40751647949219,33.438317477703094
pure_pytorch,2,33.3320426940918,33.364228904247284
pure_pytorch,3,33.253841400146484,33.282458782196045
pure_pytorch,4,33.34857177734375,33.37797522544861
pure_pytorch,5,33.339874267578125,33.36977958679199
pure_pytorch,6,33.364036560058594,33.40083360671997
pure_pytorch,7,33.24115753173828,33.27047824859619
pure_pytorch,8,33.3687744140625,33.398039638996124
pure_pytorch,9,33.52455139160156,33.554330468177795
pure_pytorch,10,33.26012420654297,33.29293429851532
pure_pytorch,11,33.404266357421875,33.43462198972702
pure_pytorch,12,33.302032470703125,33.33182632923126
pure_pytorch,13,33.19458770751953,33.22305530309677
pure_pytorch,14,33.357513427734375,33.3922877907753
native_gaussian_pair_bias,0,20.277545928955078,20.332813262939453
native_gaussian_pair_bias,1,20.12908363342285,20.159266889095306
native_gaussian_pair_bias,2,20.17090606689453,20.20038664340973
native_gaussian_pair_bias,3,20.195804595947266,20.227529108524323
native_gaussian_pair_bias,4,20.134990692138672,20.16497403383255
native_gaussian_pair_bias,5,20.187986373901367,20.218268036842346
native_gaussian_pair_bias,6,20.179454803466797,20.20961046218872
native_gaussian_pair_bias,7,20.160884857177734,20.190857350826263
native_gaussian_pair_bias,8,20.13979721069336,20.17080783843994
native_gaussian_pair_bias,9,20.083532333374023,20.1125368475914
native_gaussian_pair_bias,10,20.0772762298584,20.10856568813324
native_gaussian_pair_bias,11,20.123767852783203,20.153023302555084
native_gaussian_pair_bias,12,20.102033615112305,20.131908357143402
native_gaussian_pair_bias,13,20.112995147705078,20.141541957855225
native_gaussian_pair_bias,14,20.11945915222168,20.148642361164093
native_pair_score_epilogue,0,29.68708038330078,29.733970761299133
native_pair_score_epilogue,1,29.67506217956543,29.704555869102478
native_pair_score_epilogue,2,29.587629318237305,29.61629629135132
native_pair_score_epilogue,3,29.7236385345459,29.754720628261566
native_pair_score_epilogue,4,29.66766929626465,29.695719480514526
native_pair_score_epilogue,5,29.60240364074707,29.633134603500366
native_pair_score_epilogue,6,29.586036682128906,29.613040387630463
native_pair_score_epilogue,7,29.598236083984375,29.62782233953476
native_pair_score_epilogue,8,29.715150833129883,29.74463254213333
native_pair_score_epilogue,9,29.775636672973633,29.802635312080383
native_pair_score_epilogue,10,29.60371971130371,29.631510376930237
native_pair_score_epilogue,11,29.706823348999023,29.736965894699097
native_pair_score_epilogue,12,29.72797203063965,29.755964875221252
native_pair_score_epilogue,13,29.759214401245117,29.786810278892517
native_pair_score_epilogue,14,29.74146270751953,29.772937297821045
native_stofm_operators_combined,0,16.480344772338867,16.526035964488983
native_stofm_operators_combined,1,16.383588790893555,16.40918105840683
native_stofm_operators_combined,2,16.41121482849121,16.437619924545288
native_stofm_operators_combined,3,16.39681625366211,16.424909234046936
native_stofm_operators_combined,4,16.367198944091797,16.393743455410004
native_stofm_operators_combined,5,16.396169662475586,16.423195600509644
native_stofm_operators_combined,6,16.431659698486328,16.45902544260025
native_stofm_operators_combined,7,16.39668083190918,16.42254739999771
native_stofm_operators_combined,8,16.48871612548828,16.515344381332397
native_stofm_operators_combined,9,16.483936309814453,16.512073576450348
native_stofm_operators_combined,10,16.442506790161133,16.499757766723633
native_stofm_operators_combined,11,16.399293899536133,16.426466405391693
native_stofm_operators_combined,12,16.42411231994629,16.451165080070496
native_stofm_operators_combined,13,16.419004440307617,16.445770859718323
native_stofm_operators_combined,14,16.364660263061523,16.392648220062256
