stage,sample_index,device_event_ms,host_wall_ms
pure_pytorch,0,33.36955261230469,33.48208963871002
pure_pytorch,1,33.18229293823242,33.20702910423279
pure_pytorch,2,33.25860595703125,33.28318893909454
pure_pytorch,3,33.19686508178711,33.22046250104904
pure_pytorch,4,33.209327697753906,33.235564827919006
pure_pytorch,5,33.20322036743164,33.22718292474747
pure_pytorch,6,33.14729309082031,33.171750605106354
pure_pytorch,7,33.17592239379883,33.200010657310486
pure_pytorch,8,33.254154205322266,33.27859938144684
pure_pytorch,9,33.247283935546875,33.272042870521545
pure_pytorch,10,33.13645553588867,33.1609770655632
pure_pytorch,11,33.1522216796875,33.17639231681824
pure_pytorch,12,33.18605041503906,33.21073204278946
pure_pytorch,13,33.14108657836914,33.16523879766464
pure_pytorch,14,33.22126770019531,33.24546664953232
native_gaussian_pair_bias,0,20.09079360961914,20.1275497674942
native_gaussian_pair_bias,1,19.989051818847656,20.013339817523956
native_gaussian_pair_bias,2,19.98727035522461,20.011521875858307
native_gaussian_pair_bias,3,19.98163414001465,20.0088769197464
native_gaussian_pair_bias,4,19.968326568603516,19.992701709270477
native_gaussian_pair_bias,5,19.97011947631836,19.99494433403015
native_gaussian_pair_bias,6,19.959943771362305,19.98399943113327
native_gaussian_pair_bias,7,20.083284378051758,20.108148455619812
native_gaussian_pair_bias,8,19.90595817565918,19.92986351251602
native_gaussian_pair_bias,9,19.92605972290039,19.950777292251587
native_gaussian_pair_bias,10,19.980783462524414,20.004719495773315
native_gaussian_pair_bias,11,19.928606033325195,19.95411515235901
native_gaussian_pair_bias,12,19.94957160949707,19.97387409210205
native_gaussian_pair_bias,13,19.97629165649414,20.000264048576355
native_gaussian_pair_bias,14,20.077852249145508,20.102381706237793
native_pair_score_epilogue,0,29.70621681213379,29.73996102809906
native_pair_score_epilogue,1,29.52014923095703,29.54309433698654
native_pair_score_epilogue,2,29.520246505737305,29.54135090112686
native_pair_score_epilogue,3,29.537181854248047,29.559612274169922
native_pair_score_epilogue,4,29.575359344482422,29.598496854305267
native_pair_score_epilogue,5,29.82091522216797,29.842883348464966
native_pair_score_epilogue,6,29.553407669067383,29.576778411865234
native_pair_score_epilogue,7,29.472925186157227,29.494963586330414
native_pair_score_epilogue,8,29.523197174072266,29.545649886131287
native_pair_score_epilogue,9,29.542078018188477,29.56388145685196
native_pair_score_epilogue,10,29.680103302001953,29.70237284898758
native_pair_score_epilogue,11,29.544260025024414,29.56978976726532
native_pair_score_epilogue,12,29.540971755981445,29.563866555690765
native_pair_score_epilogue,13,29.547578811645508,29.56957370042801
native_pair_score_epilogue,14,29.564058303833008,29.586240649223328
native_stofm_operators_combined,0,16.36972999572754,16.402021050453186
native_stofm_operators_combined,1,16.322694778442383,16.34531468153
native_stofm_operators_combined,2,16.29368782043457,16.31646603345871
native_stofm_operators_combined,3,16.263347625732422,16.285113990306854
native_stofm_operators_combined,4,16.3389892578125,16.36047661304474
native_stofm_operators_combined,5,16.367612838745117,16.389913856983185
native_stofm_operators_combined,6,16.269020080566406,16.291119158267975
native_stofm_operators_combined,7,16.289331436157227,16.310811042785645
native_stofm_operators_combined,8,16.27532386779785,16.29749685525894
native_stofm_operators_combined,9,16.380250930786133,16.401514410972595
native_stofm_operators_combined,10,16.31755828857422,16.340814530849457
native_stofm_operators_combined,11,16.2541561126709,16.27645641565323
native_stofm_operators_combined,12,16.285003662109375,16.307123005390167
native_stofm_operators_combined,13,16.28261947631836,16.304537653923035
native_stofm_operators_combined,14,16.363176345825195,16.386836767196655
