stage,sample_index,device_event_ms,host_wall_ms
pure_pytorch,0,33.21747970581055,33.34292769432068
pure_pytorch,1,33.26035690307617,33.2847535610199
pure_pytorch,2,33.22589111328125,33.250145614147186
pure_pytorch,3,33.161746978759766,33.18539261817932
pure_pytorch,4,33.16652297973633,33.19097310304642
pure_pytorch,5,33.17498016357422,33.1994965672493
pure_pytorch,6,33.17522048950195,33.19989889860153
pure_pytorch,7,33.27101516723633,33.29538553953171
pure_pytorch,8,33.18376541137695,33.207930624485016
pure_pytorch,9,33.289283752441406,33.31302106380463
pure_pytorch,10,33.213497161865234,33.23843330144882
pure_pytorch,11,33.208770751953125,33.232443034648895
pure_pytorch,12,33.18421936035156,33.21033716201782
pure_pytorch,13,33.14426803588867,33.16866606473923
pure_pytorch,14,33.20921325683594,33.233046531677246
native_gaussian_pair_bias,0,20.00372314453125,20.039156079292297
native_gaussian_pair_bias,1,20.043659210205078,20.06751298904419
native_gaussian_pair_bias,2,19.958370208740234,19.982680678367615
native_gaussian_pair_bias,3,19.98707389831543,20.01386135816574
native_gaussian_pair_bias,4,20.14719009399414,20.171545445919037
native_gaussian_pair_bias,5,20.01227569580078,20.036377012729645
native_gaussian_pair_bias,6,19.953109741210938,19.9783593416214
native_gaussian_pair_bias,7,19.950157165527344,19.97438818216324
native_gaussian_pair_bias,8,19.96126365661621,19.98572051525116
native_gaussian_pair_bias,9,20.037090301513672,20.061686635017395
native_gaussian_pair_bias,10,19.982820510864258,20.00739425420761
native_gaussian_pair_bias,11,19.971160888671875,19.995801150798798
native_gaussian_pair_bias,12,19.9859561920166,20.012356340885162
native_gaussian_pair_bias,13,19.983816146850586,20.008228719234467
native_gaussian_pair_bias,14,19.9837646484375,20.008280873298645
native_pair_score_epilogue,0,29.53213882446289,29.565267264842987
native_pair_score_epilogue,1,29.567907333374023,29.594995081424713
native_pair_score_epilogue,2,29.643234252929688,29.66751903295517
native_pair_score_epilogue,3,29.60599708557129,29.634535312652588
native_pair_score_epilogue,4,29.531986236572266,29.555104672908783
native_pair_score_epilogue,5,29.550153732299805,29.571808874607086
native_pair_score_epilogue,6,29.564523696899414,29.587112367153168
native_pair_score_epilogue,7,29.61184310913086,29.634378850460052
native_pair_score_epilogue,8,29.5216007232666,29.543399810791016
native_pair_score_epilogue,9,29.524890899658203,29.546312987804413
native_pair_score_epilogue,10,29.577646255493164,29.599733650684357
native_pair_score_epilogue,11,29.56545066833496,29.586777091026306
native_pair_score_epilogue,12,29.601247787475586,29.62315082550049
native_pair_score_epilogue,13,29.592906951904297,29.61535006761551
native_pair_score_epilogue,14,29.51227569580078,29.53454852104187
native_stofm_operators_combined,0,16.303361892700195,16.337037086486816
native_stofm_operators_combined,1,16.325258255004883,16.34746789932251
native_stofm_operators_combined,2,16.364728927612305,16.386397182941437
native_stofm_operators_combined,3,16.250694274902344,16.273133456707
native_stofm_operators_combined,4,16.299617767333984,16.32189005613327
native_stofm_operators_combined,5,16.299413681030273,16.320720314979553
native_stofm_operators_combined,6,16.351451873779297,16.373202204704285
native_stofm_operators_combined,7,16.31373405456543,16.33567363023758
native_stofm_operators_combined,8,16.313283920288086,16.334928572177887
native_stofm_operators_combined,9,16.309755325317383,16.3310244679451
native_stofm_operators_combined,10,16.315458297729492,16.337186098098755
native_stofm_operators_combined,11,16.296274185180664,16.317836940288544
native_stofm_operators_combined,12,16.479379653930664,16.50214195251465
native_stofm_operators_combined,13,16.29791259765625,16.319960355758667
native_stofm_operators_combined,14,16.23346519470215,16.25562459230423
